"person_id","preference","region"
1101,"Tea","Rural"
1102,"Coffee","Rural"
1103,"Tea","Urban"
1104,"Coffee","Rural"
1105,"Coffee","Rural"
1106,"Coffee","Urban"
1107,"Coffee","Urban"
1108,"Coffee","Rural"
1109,"Tea","Rural"
1110,"Tea","Rural"
1111,"Coffee","Urban"
1112,"Tea","Rural"
1113,"Tea","Urban"
1114,"Tea","Urban"
1115,"Tea","Urban"
1116,"Coffee","Urban"
1117,"Coffee","Urban"
1118,"Tea","Rural"
1119,"Coffee","Urban"
1120,"Coffee","Urban"
1121,"Coffee","Urban"
1122,"Coffee","Urban"
1123,"Coffee","Rural"
1124,"Coffee","Urban"
1125,"Coffee","Urban"
1126,"Tea","Urban"
1127,"Coffee","Rural"
1128,"Coffee","Urban"
1129,"Tea","Urban"
1130,"Coffee","Urban"
1131,"Coffee","Urban"
1132,"Tea","Rural"
1133,"Coffee","Rural"
1134,"Coffee","Urban"
1135,"Tea","Rural"
1136,"Coffee","Rural"
1137,"Tea","Urban"
1138,"Coffee","Urban"
1139,"Coffee","Urban"
1140,"Coffee","Urban"
1141,"Coffee","Rural"
1142,"Coffee","Urban"
1143,"Tea","Urban"
1144,"Coffee","Rural"
1145,"Coffee","Urban"
1146,"Coffee","Urban"
1147,"Tea","Rural"
1148,"Coffee","Rural"
1149,"Tea","Urban"
1150,"Tea","Urban"
1151,"Coffee","Rural"
1152,"Coffee","Urban"
1153,"Tea","Rural"
1154,"Tea","Rural"
1155,"Coffee","Urban"
1156,"Tea","Urban"
1157,"Coffee","Urban"
1158,"Tea","Rural"
1159,"Coffee","Urban"
1160,"Coffee","Urban"
1161,"Tea","Urban"
1162,"Tea","Urban"
1163,"Tea","Urban"
1164,"Tea","Urban"
1165,"Coffee","Urban"
1166,"Tea","Urban"
1167,"Tea","Rural"
1168,"Coffee","Urban"
1169,"Coffee","Urban"
1170,"Coffee","Rural"
1171,"Tea","Urban"
1172,"Tea","Urban"
1173,"Tea","Rural"
1174,"Tea","Rural"
1175,"Coffee","Urban"
1176,"Coffee","Urban"
1177,"Tea","Rural"
1178,"Coffee","Urban"
1179,"Coffee","Urban"
1180,"Coffee","Rural"
1181,"Coffee","Urban"
1182,"Coffee","Urban"
1183,"Coffee","Rural"
1184,"Coffee","Rural"
1185,"Coffee","Rural"
1186,"Tea","Urban"
1187,"Coffee","Urban"
1188,"Tea","Rural"
1189,"Tea","Rural"
1190,"Tea","Urban"
1191,"Tea","Urban"
1192,"Coffee","Urban"
1193,"Coffee","Urban"
1194,"Coffee","Rural"
1195,"Coffee","Urban"
1196,"Coffee","Urban"
1197,"Tea","Rural"
1198,"Coffee","Urban"
1199,"Tea","Rural"
1200,"Tea","Urban"
1201,"Coffee","Rural"
1202,"Tea","Rural"
1203,"Coffee","Urban"
1204,"Tea","Rural"
1205,"Tea","Urban"
1206,"Coffee","Rural"
1207,"Coffee","Urban"
1208,"Coffee","Urban"
1209,"Coffee","Rural"
1210,"Tea","Urban"
1211,"Tea","Urban"
1212,"Coffee","Rural"
1213,"Coffee","Urban"
1214,"Tea","Urban"
1215,"Coffee","Urban"
1216,"Tea","Rural"
1217,"Coffee","Urban"
1218,"Coffee","Rural"
1219,"Tea","Urban"
1220,"Coffee","Rural"
1221,"Tea","Urban"
1222,"Coffee","Urban"
1223,"Coffee","Urban"
1224,"Tea","Rural"
1225,"Tea","Rural"
1226,"Coffee","Urban"
1227,"Coffee","Urban"
1228,"Tea","Urban"
1229,"Coffee","Rural"
1230,"Coffee","Urban"
1231,"Coffee","Urban"
1232,"Tea","Urban"
1233,"Coffee","Urban"
1234,"Coffee","Urban"
1235,"Coffee","Urban"
1236,"Tea","Urban"
1237,"Coffee","Urban"
1238,"Coffee","Rural"
1239,"Coffee","Rural"
1240,"Coffee","Urban"
1241,"Coffee","Urban"
1242,"Coffee","Urban"
1243,"Tea","Rural"
1244,"Coffee","Urban"
1245,"Coffee","Rural"
1246,"Coffee","Urban"
1247,"Coffee","Urban"
1248,"Coffee","Urban"
1249,"Coffee","Urban"
1250,"Tea","Rural"
1251,"Tea","Rural"
1252,"Tea","Urban"
1253,"Coffee","Urban"
1254,"Coffee","Urban"
1255,"Coffee","Urban"
1256,"Tea","Rural"
1257,"Coffee","Urban"
1258,"Coffee","Urban"
1259,"Coffee","Rural"
1260,"Coffee","Urban"
1261,"Coffee","Urban"
1262,"Tea","Rural"
1263,"Tea","Urban"
1264,"Coffee","Urban"
1265,"Coffee","Rural"
1266,"Coffee","Urban"
1267,"Tea","Rural"
1268,"Coffee","Rural"
1269,"Coffee","Urban"
1270,"Coffee","Rural"
1271,"Coffee","Urban"
1272,"Coffee","Rural"
1273,"Coffee","Urban"
1274,"Tea","Urban"
1275,"Coffee","Rural"
1276,"Coffee","Urban"
1277,"Tea","Rural"
1278,"Tea","Rural"
1279,"Coffee","Urban"
1280,"Tea","Urban"
1281,"Coffee","Urban"
1282,"Coffee","Rural"
1283,"Tea","Rural"
1284,"Tea","Rural"
1285,"Tea","Urban"
1286,"Coffee","Urban"
1287,"Tea","Rural"
1288,"Coffee","Urban"
1289,"Coffee","Urban"
1290,"Coffee","Urban"
1291,"Tea","Rural"
1292,"Coffee","Urban"
1293,"Coffee","Urban"
1294,"Tea","Rural"
1295,"Coffee","Urban"
1296,"Coffee","Urban"
1297,"Tea","Rural"
1298,"Tea","Rural"
1299,"Coffee","Rural"
1300,"Tea","Urban"
1301,"Coffee","Urban"
1302,"Coffee","Urban"
1303,"Coffee","Urban"
1304,"Tea","Rural"
1305,"Coffee","Rural"
1306,"Coffee","Urban"
1307,"Coffee","Urban"
1308,"Coffee","Urban"
1309,"Coffee","Rural"
1310,"Coffee","Urban"
1311,"Coffee","Urban"
1312,"Coffee","Urban"
1313,"Tea","Rural"
1314,"Coffee","Urban"
1315,"Coffee","Rural"
1316,"Coffee","Urban"
1317,"Tea","Rural"
1318,"Coffee","Urban"
1319,"Tea","Urban"
1320,"Coffee","Urban"
1321,"Tea","Rural"
1322,"Tea","Urban"
1323,"Coffee","Rural"
1324,"Tea","Urban"
1325,"Tea","Rural"
1326,"Coffee","Urban"
1327,"Coffee","Urban"
1328,"Tea","Urban"
1329,"Coffee","Urban"
1330,"Coffee","Rural"
1331,"Coffee","Urban"
1332,"Tea","Urban"
1333,"Coffee","Urban"
1334,"Coffee","Rural"
1335,"Coffee","Urban"
1336,"Coffee","Urban"
1337,"Coffee","Rural"
1338,"Coffee","Rural"
1339,"Tea","Rural"
1340,"Coffee","Urban"
1341,"Coffee","Urban"
1342,"Tea","Urban"
1343,"Coffee","Urban"
1344,"Coffee","Urban"
1345,"Tea","Rural"
1346,"Tea","Rural"
1347,"Tea","Urban"
1348,"Tea","Rural"
1349,"Coffee","Urban"
1350,"Coffee","Urban"
1351,"Coffee","Urban"
1352,"Tea","Urban"
1353,"Coffee","Urban"
1354,"Tea","Urban"
1355,"Tea","Urban"
1356,"Coffee","Urban"
1357,"Tea","Urban"
1358,"Tea","Rural"
1359,"Tea","Urban"
1360,"Coffee","Urban"
1361,"Coffee","Rural"
1362,"Tea","Urban"
1363,"Tea","Rural"
1364,"Tea","Urban"
1365,"Tea","Urban"
1366,"Coffee","Urban"
1367,"Coffee","Urban"
1368,"Coffee","Urban"
1369,"Coffee","Urban"
1370,"Coffee","Urban"
1371,"Coffee","Urban"
1372,"Coffee","Urban"
1373,"Coffee","Urban"
1374,"Coffee","Rural"
1375,"Coffee","Rural"
1376,"Coffee","Rural"
1377,"Tea","Urban"
1378,"Tea","Rural"
1379,"Coffee","Urban"
1380,"Tea","Rural"
1381,"Coffee","Urban"
1382,"Tea","Urban"
1383,"Tea","Rural"
1384,"Coffee","Urban"
1385,"Tea","Rural"
1386,"Coffee","Urban"
1387,"Tea","Urban"
1388,"Coffee","Rural"
1389,"Coffee","Urban"
1390,"Coffee","Urban"
1391,"Coffee","Rural"
1392,"Tea","Rural"
1393,"Tea","Urban"
1394,"Coffee","Urban"
1395,"Coffee","Urban"
1396,"Tea","Rural"
1397,"Tea","Rural"
1398,"Tea","Urban"
1399,"Coffee","Urban"
1400,"Coffee","Urban"
1401,"Coffee","Urban"
1402,"Coffee","Urban"
1403,"Coffee","Urban"
1404,"Tea","Urban"
1405,"Coffee","Urban"
1406,"Coffee","Rural"
1407,"Tea","Urban"
1408,"Tea","Rural"
1409,"Coffee","Urban"
1410,"Tea","Rural"
1411,"Tea","Rural"
1412,"Tea","Rural"
1413,"Coffee","Rural"
1414,"Coffee","Urban"
1415,"Tea","Urban"
1416,"Tea","Rural"
1417,"Coffee","Urban"
1418,"Coffee","Urban"
1419,"Coffee","Rural"
1420,"Coffee","Urban"
1421,"Coffee","Rural"
1422,"Tea","Urban"
1423,"Coffee","Urban"
1424,"Coffee","Rural"
1425,"Tea","Urban"
1426,"Coffee","Urban"
1427,"Tea","Urban"
1428,"Tea","Rural"
1429,"Coffee","Rural"
1430,"Coffee","Urban"
1431,"Coffee","Rural"
1432,"Coffee","Urban"
1433,"Tea","Rural"
1434,"Coffee","Rural"
1435,"Tea","Urban"
1436,"Tea","Urban"
1437,"Coffee","Rural"
1438,"Tea","Rural"
1439,"Coffee","Rural"
1440,"Coffee","Urban"
1441,"Coffee","Urban"
1442,"Tea","Rural"
1443,"Tea","Urban"
1444,"Coffee","Urban"
1445,"Coffee","Rural"
1446,"Coffee","Rural"
1447,"Coffee","Urban"
1448,"Tea","Urban"
1449,"Coffee","Urban"
1450,"Coffee","Urban"
1451,"Coffee","Urban"
1452,"Tea","Rural"
1453,"Tea","Rural"
1454,"Tea","Urban"
1455,"Coffee","Urban"
1456,"Coffee","Rural"
1457,"Coffee","Urban"
1458,"Coffee","Rural"
1459,"Tea","Rural"
1460,"Coffee","Urban"
1461,"Tea","Rural"
1462,"Tea","Rural"
1463,"Tea","Rural"
1464,"Tea","Urban"
1465,"Coffee","Urban"
1466,"Tea","Rural"
1467,"Tea","Rural"
1468,"Coffee","Urban"
1469,"Coffee","Urban"
1470,"Coffee","Urban"
1471,"Tea","Rural"
1472,"Coffee","Urban"
1473,"Tea","Rural"
1474,"Tea","Urban"
1475,"Coffee","Urban"
1476,"Coffee","Rural"
1477,"Tea","Urban"
1478,"Tea","Rural"
1479,"Tea","Rural"
1480,"Coffee","Rural"
1481,"Coffee","Rural"
1482,"Coffee","Urban"
1483,"Coffee","Rural"
1484,"Tea","Rural"
1485,"Coffee","Rural"
1486,"Tea","Urban"
1487,"Tea","Rural"
1488,"Tea","Urban"
1489,"Coffee","Urban"
1490,"Tea","Rural"
1491,"Tea","Urban"
1492,"Tea","Urban"
1493,"Coffee","Rural"
1494,"Coffee","Rural"
1495,"Tea","Urban"
1496,"Tea","Rural"
1497,"Tea","Rural"
1498,"Coffee","Urban"
1499,"Coffee","Rural"
1500,"Coffee","Urban"
1501,"Tea","Rural"
1502,"Coffee","Rural"
1503,"Coffee","Urban"
1504,"Coffee","Urban"
1505,"Tea","Rural"
1506,"Coffee","Urban"
1507,"Tea","Urban"
1508,"Coffee","Urban"
1509,"Coffee","Urban"
1510,"Coffee","Urban"
1511,"Tea","Urban"
1512,"Coffee","Rural"
1513,"Tea","Rural"
1514,"Coffee","Urban"
1515,"Tea","Urban"
1516,"Coffee","Urban"
1517,"Coffee","Urban"
1518,"Tea","Urban"
1519,"Coffee","Urban"
1520,"Coffee","Urban"
1521,"Coffee","Rural"
1522,"Tea","Urban"
1523,"Tea","Rural"
1524,"Coffee","Urban"
1525,"Coffee","Rural"
1526,"Coffee","Urban"
1527,"Coffee","Urban"
1528,"Tea","Urban"
1529,"Coffee","Rural"
1530,"Tea","Urban"
1531,"Coffee","Rural"
1532,"Coffee","Rural"
1533,"Tea","Rural"
1534,"Coffee","Urban"
1535,"Coffee","Urban"
1536,"Tea","Urban"
1537,"Coffee","Urban"
1538,"Tea","Urban"
1539,"Tea","Rural"
1540,"Coffee","Urban"
1541,"Coffee","Urban"
1542,"Tea","Rural"
1543,"Coffee","Urban"
1544,"Tea","Urban"
1545,"Coffee","Rural"
1546,"Coffee","Urban"
1547,"Coffee","Urban"
1548,"Coffee","Urban"
1549,"Tea","Rural"
1550,"Tea","Rural"
1551,"Coffee","Rural"
1552,"Tea","Urban"
1553,"Tea","Urban"
1554,"Tea","Urban"
1555,"Coffee","Urban"
1556,"Coffee","Urban"
1557,"Coffee","Rural"
1558,"Coffee","Urban"
1559,"Coffee","Urban"
1560,"Coffee","Rural"
1561,"Tea","Rural"
1562,"Coffee","Urban"
1563,"Tea","Rural"
1564,"Coffee","Urban"
1565,"Coffee","Urban"
1566,"Coffee","Urban"
1567,"Coffee","Urban"
1568,"Tea","Rural"
1569,"Coffee","Urban"
1570,"Coffee","Rural"
1571,"Tea","Urban"
1572,"Tea","Urban"
1573,"Coffee","Rural"
1574,"Tea","Urban"
1575,"Tea","Urban"
1576,"Tea","Rural"
1577,"Tea","Urban"
1578,"Tea","Urban"
1579,"Coffee","Urban"
1580,"Tea","Urban"
1581,"Coffee","Rural"
1582,"Coffee","Urban"
1583,"Coffee","Urban"
1584,"Tea","Urban"
1585,"Tea","Rural"
1586,"Tea","Rural"
1587,"Coffee","Rural"
1588,"Coffee","Urban"
1589,"Tea","Urban"
1590,"Coffee","Urban"
1591,"Coffee","Rural"
1592,"Tea","Rural"
1593,"Coffee","Rural"
1594,"Coffee","Urban"
1595,"Coffee","Urban"
1596,"Coffee","Urban"
1597,"Coffee","Urban"
1598,"Coffee","Urban"
1599,"Tea","Rural"
1600,"Coffee","Urban"
1601,"Tea","Rural"
1602,"Tea","Urban"
1603,"Tea","Urban"
1604,"Tea","Rural"
1605,"Tea","Rural"
1606,"Tea","Urban"
1607,"Tea","Rural"
1608,"Tea","Urban"
1609,"Tea","Rural"
1610,"Tea","Urban"
1611,"Coffee","Urban"
1612,"Coffee","Rural"
1613,"Tea","Urban"
1614,"Coffee","Rural"
1615,"Tea","Rural"
1616,"Coffee","Urban"
1617,"Tea","Rural"
1618,"Tea","Urban"
1619,"Tea","Urban"
1620,"Tea","Urban"
1621,"Coffee","Urban"
1622,"Tea","Urban"
1623,"Coffee","Urban"
1624,"Coffee","Rural"
1625,"Coffee","Urban"
1626,"Tea","Rural"
1627,"Tea","Urban"
1628,"Coffee","Urban"
1629,"Tea","Rural"
1630,"Tea","Rural"
1631,"Coffee","Rural"
1632,"Coffee","Urban"
1633,"Coffee","Urban"
1634,"Tea","Rural"
1635,"Coffee","Rural"
1636,"Coffee","Rural"
1637,"Coffee","Urban"
1638,"Tea","Urban"
1639,"Tea","Urban"
1640,"Tea","Rural"
1641,"Coffee","Urban"
1642,"Coffee","Rural"
1643,"Coffee","Rural"
1644,"Tea","Rural"
1645,"Coffee","Urban"
1646,"Coffee","Rural"
1647,"Coffee","Rural"
1648,"Coffee","Rural"
1649,"Coffee","Urban"
1650,"Tea","Urban"
1651,"Tea","Urban"
1652,"Coffee","Rural"
1653,"Tea","Urban"
1654,"Coffee","Urban"
1655,"Coffee","Urban"
1656,"Tea","Urban"
1657,"Tea","Urban"
1658,"Coffee","Rural"
1659,"Coffee","Urban"
1660,"Coffee","Rural"
1661,"Coffee","Rural"
1662,"Coffee","Urban"
1663,"Coffee","Urban"
1664,"Coffee","Rural"
1665,"Coffee","Rural"
1666,"Coffee","Urban"
1667,"Coffee","Rural"
1668,"Coffee","Urban"
1669,"Tea","Urban"
1670,"Coffee","Urban"
1671,"Tea","Rural"
1672,"Coffee","Urban"
1673,"Tea","Urban"
1674,"Tea","Rural"
1675,"Coffee","Urban"
1676,"Coffee","Rural"
1677,"Tea","Urban"
1678,"Coffee","Rural"
1679,"Tea","Rural"
1680,"Coffee","Urban"
1681,"Coffee","Urban"
1682,"Coffee","Urban"
1683,"Tea","Rural"
1684,"Coffee","Urban"
1685,"Tea","Urban"
1686,"Coffee","Urban"
1687,"Coffee","Urban"
1688,"Tea","Urban"
1689,"Coffee","Rural"
1690,"Tea","Rural"
1691,"Coffee","Urban"
1692,"Coffee","Urban"
1693,"Coffee","Urban"
1694,"Coffee","Rural"
1695,"Coffee","Rural"
1696,"Coffee","Rural"
1697,"Coffee","Rural"
1698,"Coffee","Rural"
1699,"Tea","Urban"
1700,"Tea","Urban"
1701,"Tea","Rural"
1702,"Tea","Urban"
1703,"Tea","Urban"
1704,"Coffee","Rural"
1705,"Tea","Rural"
1706,"Coffee","Rural"
1707,"Coffee","Urban"
1708,"Tea","Urban"
1709,"Coffee","Rural"
1710,"Coffee","Rural"
1711,"Coffee","Urban"
1712,"Coffee","Urban"
1713,"Coffee","Urban"
1714,"Tea","Rural"
1715,"Coffee","Urban"
1716,"Tea","Rural"
1717,"Coffee","Urban"
1718,"Coffee","Urban"
1719,"Coffee","Rural"
1720,"Tea","Urban"
1721,"Tea","Rural"
1722,"Coffee","Urban"
1723,"Coffee","Urban"
1724,"Tea","Urban"
1725,"Coffee","Urban"
1726,"Coffee","Rural"
1727,"Coffee","Urban"
1728,"Tea","Rural"
1729,"Coffee","Urban"
1730,"Coffee","Urban"
1731,"Coffee","Rural"
1732,"Coffee","Urban"
1733,"Coffee","Urban"
1734,"Tea","Rural"
1735,"Coffee","Rural"
1736,"Coffee","Rural"
1737,"Tea","Urban"
1738,"Coffee","Rural"
1739,"Coffee","Rural"
1740,"Coffee","Rural"
1741,"Tea","Urban"
1742,"Coffee","Rural"
1743,"Coffee","Urban"
1744,"Coffee","Urban"
1745,"Coffee","Urban"
1746,"Coffee","Urban"
1747,"Coffee","Rural"
1748,"Coffee","Rural"
1749,"Coffee","Rural"
1750,"Coffee","Urban"
1751,"Coffee","Rural"
1752,"Tea","Rural"
1753,"Coffee","Rural"
1754,"Tea","Rural"
1755,"Coffee","Rural"
1756,"Coffee","Urban"
1757,"Tea","Rural"
1758,"Coffee","Urban"
1759,"Tea","Urban"
1760,"Tea","Rural"
1761,"Tea","Rural"
1762,"Coffee","Urban"
1763,"Coffee","Urban"
1764,"Coffee","Urban"
1765,"Coffee","Urban"
1766,"Tea","Rural"
1767,"Coffee","Rural"
1768,"Coffee","Urban"
1769,"Tea","Rural"
1770,"Coffee","Rural"
1771,"Tea","Rural"
1772,"Coffee","Rural"
1773,"Coffee","Urban"
1774,"Tea","Rural"
1775,"Coffee","Urban"
1776,"Tea","Urban"
1777,"Coffee","Urban"
1778,"Coffee","Urban"
1779,"Tea","Rural"
1780,"Tea","Urban"
1781,"Coffee","Urban"
1782,"Tea","Urban"
1783,"Tea","Rural"
1784,"Tea","Rural"
1785,"Tea","Urban"
1786,"Coffee","Urban"
1787,"Coffee","Rural"
1788,"Coffee","Urban"
1789,"Coffee","Rural"
1790,"Coffee","Rural"
1791,"Coffee","Urban"
1792,"Coffee","Urban"
1793,"Coffee","Urban"
1794,"Tea","Rural"
1795,"Tea","Urban"
1796,"Coffee","Urban"
1797,"Coffee","Rural"
1798,"Tea","Rural"
1799,"Coffee","Urban"
1800,"Tea","Urban"
1801,"Coffee","Urban"
1802,"Tea","Rural"
1803,"Tea","Urban"
1804,"Tea","Rural"
1805,"Coffee","Rural"
1806,"Tea","Urban"
1807,"Tea","Rural"
1808,"Coffee","Urban"
1809,"Tea","Rural"
1810,"Tea","Urban"
1811,"Coffee","Urban"
1812,"Coffee","Urban"
1813,"Tea","Rural"
1814,"Coffee","Rural"
1815,"Coffee","Urban"
1816,"Coffee","Urban"
1817,"Coffee","Rural"
1818,"Coffee","Urban"
1819,"Coffee","Rural"
1820,"Coffee","Urban"
1821,"Coffee","Rural"
1822,"Coffee","Urban"
1823,"Coffee","Urban"
1824,"Coffee","Rural"
1825,"Tea","Urban"
1826,"Tea","Rural"
1827,"Coffee","Urban"
1828,"Coffee","Rural"
1829,"Coffee","Rural"
1830,"Tea","Rural"
1831,"Coffee","Rural"
1832,"Tea","Urban"
1833,"Tea","Rural"
1834,"Coffee","Urban"
1835,"Coffee","Urban"
1836,"Tea","Urban"
1837,"Tea","Rural"
1838,"Coffee","Urban"
1839,"Tea","Rural"
1840,"Tea","Rural"
1841,"Tea","Urban"
1842,"Coffee","Urban"
1843,"Coffee","Urban"
1844,"Tea","Rural"
1845,"Tea","Urban"
1846,"Coffee","Urban"
1847,"Tea","Rural"
1848,"Coffee","Urban"
1849,"Coffee","Rural"
1850,"Tea","Urban"
1851,"Coffee","Rural"
1852,"Tea","Rural"
1853,"Coffee","Urban"
1854,"Coffee","Urban"
1855,"Coffee","Urban"
1856,"Coffee","Urban"
1857,"Coffee","Rural"
1858,"Coffee","Urban"
1859,"Coffee","Rural"
1860,"Tea","Rural"
1861,"Tea","Urban"
1862,"Tea","Rural"
1863,"Tea","Urban"
1864,"Coffee","Rural"
1865,"Coffee","Urban"
1866,"Coffee","Urban"
1867,"Tea","Urban"
1868,"Tea","Rural"
1869,"Coffee","Urban"
1870,"Coffee","Rural"
1871,"Coffee","Urban"
1872,"Tea","Rural"
1873,"Coffee","Urban"
1874,"Coffee","Urban"
1875,"Coffee","Urban"
1876,"Tea","Rural"
1877,"Coffee","Urban"
1878,"Tea","Urban"
1879,"Tea","Rural"
1880,"Coffee","Urban"
1881,"Tea","Rural"
1882,"Coffee","Urban"
1883,"Coffee","Urban"
1884,"Coffee","Urban"
1885,"Coffee","Urban"
1886,"Tea","Rural"
1887,"Tea","Urban"
1888,"Tea","Urban"
1889,"Coffee","Urban"
1890,"Coffee","Rural"
1891,"Tea","Urban"
1892,"Tea","Rural"
1893,"Coffee","Urban"
1894,"Coffee","Rural"
1895,"Coffee","Rural"
1896,"Tea","Urban"
1897,"Coffee","Urban"
1898,"Tea","Rural"
1899,"Coffee","Urban"
1900,"Coffee","Urban"
1901,"Tea","Urban"
1902,"Coffee","Urban"
1903,"Tea","Urban"
1904,"Tea","Rural"
1905,"Tea","Urban"
1906,"Coffee","Urban"
1907,"Coffee","Urban"
1908,"Coffee","Rural"
1909,"Coffee","Rural"
1910,"Coffee","Rural"
1911,"Coffee","Urban"
1912,"Coffee","Urban"
1913,"Tea","Urban"
1914,"Tea","Rural"
1915,"Coffee","Rural"
1916,"Tea","Urban"
1917,"Coffee","Urban"
1918,"Coffee","Rural"
1919,"Coffee","Rural"
1920,"Tea","Urban"
1921,"Tea","Rural"
1922,"Coffee","Urban"
1923,"Coffee","Rural"
1924,"Coffee","Urban"
1925,"Coffee","Urban"
1926,"Coffee","Urban"
1927,"Tea","Urban"
1928,"Tea","Urban"
1929,"Coffee","Urban"
1930,"Coffee","Rural"
1931,"Tea","Urban"
1932,"Tea","Urban"
1933,"Coffee","Urban"
1934,"Coffee","Urban"
1935,"Coffee","Urban"
1936,"Coffee","Urban"
1937,"Coffee","Urban"
1938,"Coffee","Rural"
1939,"Coffee","Urban"
1940,"Coffee","Rural"
1941,"Coffee","Urban"
1942,"Coffee","Urban"
1943,"Coffee","Urban"
1944,"Coffee","Rural"
1945,"Coffee","Urban"
1946,"Coffee","Rural"
1947,"Tea","Urban"
1948,"Coffee","Rural"
1949,"Tea","Rural"
1950,"Coffee","Urban"
1951,"Coffee","Urban"
1952,"Tea","Rural"
1953,"Tea","Urban"
1954,"Coffee","Urban"
1955,"Coffee","Urban"
1956,"Coffee","Urban"
1957,"Coffee","Urban"
1958,"Coffee","Rural"
1959,"Tea","Urban"
1960,"Coffee","Urban"
1961,"Tea","Rural"
1962,"Coffee","Urban"
1963,"Coffee","Urban"
1964,"Coffee","Urban"
1965,"Coffee","Urban"
1966,"Coffee","Urban"
1967,"Tea","Urban"
1968,"Coffee","Urban"
1969,"Tea","Rural"
1970,"Coffee","Urban"
1971,"Tea","Urban"
1972,"Coffee","Rural"
1973,"Coffee","Urban"
1974,"Coffee","Urban"
1975,"Coffee","Rural"
1976,"Tea","Rural"
1977,"Tea","Urban"
1978,"Tea","Urban"
1979,"Tea","Rural"
1980,"Tea","Urban"
1981,"Tea","Rural"
1982,"Tea","Urban"
1983,"Coffee","Urban"
1984,"Coffee","Urban"
1985,"Tea","Rural"
1986,"Coffee","Urban"
1987,"Tea","Urban"
1988,"Tea","Urban"
1989,"Tea","Rural"
1990,"Coffee","Urban"
1991,"Coffee","Urban"
1992,"Coffee","Urban"
1993,"Coffee","Rural"
1994,"Tea","Urban"
1995,"Coffee","Urban"
1996,"Coffee","Rural"
1997,"Coffee","Urban"
1998,"Tea","Rural"
1999,"Tea","Urban"
2000,"Tea","Urban"
2001,"Tea","Urban"
2002,"Coffee","Urban"
2003,"Coffee","Urban"
2004,"Tea","Urban"
2005,"Coffee","Urban"
2006,"Tea","Rural"
2007,"Coffee","Urban"
2008,"Coffee","Urban"
2009,"Tea","Urban"
2010,"Coffee","Urban"
2011,"Coffee","Rural"
2012,"Tea","Urban"
2013,"Tea","Urban"
2014,"Coffee","Rural"
2015,"Tea","Rural"
2016,"Coffee","Urban"
2017,"Coffee","Rural"
2018,"Tea","Urban"
2019,"Tea","Urban"
2020,"Tea","Urban"
2021,"Tea","Rural"
2022,"Tea","Urban"
2023,"Coffee","Rural"
2024,"Coffee","Urban"
2025,"Coffee","Urban"
2026,"Tea","Urban"
2027,"Tea","Rural"
2028,"Tea","Urban"
2029,"Coffee","Urban"
2030,"Tea","Rural"
2031,"Tea","Urban"
2032,"Coffee","Urban"
2033,"Tea","Urban"
2034,"Coffee","Urban"
2035,"Tea","Urban"
2036,"Tea","Rural"
2037,"Coffee","Rural"
2038,"Coffee","Rural"
2039,"Coffee","Rural"
2040,"Tea","Rural"
2041,"Coffee","Urban"
2042,"Coffee","Urban"
2043,"Coffee","Urban"
2044,"Tea","Rural"
2045,"Coffee","Rural"
2046,"Tea","Rural"
2047,"Tea","Rural"
2048,"Coffee","Urban"
2049,"Coffee","Urban"
2050,"Tea","Urban"
2051,"Coffee","Urban"
2052,"Coffee","Urban"
2053,"Coffee","Rural"
2054,"Coffee","Urban"
2055,"Coffee","Rural"
2056,"Coffee","Urban"
2057,"Tea","Rural"
2058,"Tea","Rural"
2059,"Coffee","Rural"
2060,"Tea","Rural"
2061,"Tea","Urban"
2062,"Coffee","Rural"
2063,"Coffee","Rural"
2064,"Coffee","Rural"
2065,"Tea","Urban"
2066,"Coffee","Urban"
2067,"Coffee","Urban"
2068,"Tea","Urban"
2069,"Tea","Rural"
2070,"Coffee","Rural"
2071,"Coffee","Urban"
2072,"Coffee","Rural"
2073,"Coffee","Rural"
2074,"Tea","Urban"
2075,"Coffee","Rural"
2076,"Tea","Rural"
2077,"Coffee","Urban"
2078,"Tea","Urban"
2079,"Coffee","Rural"
2080,"Coffee","Urban"
2081,"Coffee","Urban"
2082,"Coffee","Rural"
2083,"Coffee","Rural"
2084,"Tea","Urban"
2085,"Coffee","Urban"
2086,"Coffee","Rural"
2087,"Coffee","Urban"
2088,"Coffee","Rural"
2089,"Coffee","Rural"
2090,"Coffee","Urban"
2091,"Tea","Urban"
2092,"Coffee","Urban"
2093,"Tea","Urban"
2094,"Coffee","Urban"
2095,"Tea","Urban"
2096,"Tea","Rural"
2097,"Coffee","Rural"
2098,"Tea","Urban"
2099,"Coffee","Urban"
2100,"Coffee","Urban"
2101,"Tea","Rural"
2102,"Coffee","Urban"
2103,"Tea","Urban"
2104,"Coffee","Rural"
2105,"Coffee","Rural"
2106,"Tea","Rural"
2107,"Coffee","Urban"
2108,"Coffee","Urban"
2109,"Coffee","Rural"
2110,"Coffee","Rural"
2111,"Coffee","Rural"
2112,"Coffee","Urban"
2113,"Coffee","Urban"
2114,"Coffee","Urban"
2115,"Coffee","Urban"
2116,"Coffee","Urban"
2117,"Tea","Rural"
2118,"Coffee","Urban"
2119,"Coffee","Rural"
2120,"Tea","Rural"
2121,"Coffee","Rural"
2122,"Tea","Rural"
2123,"Coffee","Urban"
2124,"Coffee","Urban"
2125,"Tea","Rural"
2126,"Coffee","Urban"
2127,"Tea","Rural"
2128,"Tea","Urban"
